PATH MAP FOR: df.global.world.raws.mat_table.builtin.LYE
MAX DEPTH: 100
    df.global.world.raws.mat_table.builtin.LYE.flags.ALCOHOL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_METAL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_BARRED = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_SCALED = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_LEATHER = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_SOFT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_HARD = false
    df.global.world.raws.mat_table.builtin.LYE.flags.IMPLIES_ANIMAL_KILL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ALCOHOL_PLANT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ALCOHOL_CREATURE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.CHEESE_PLANT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.CHEESE_CREATURE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.POWDER_MISC_PLANT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.POWDER_MISC_CREATURE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.STOCKPILE_GLOB = false
    df.global.world.raws.mat_table.builtin.LYE.flags.LIQUID_MISC_PLANT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.LIQUID_MISC_CREATURE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.LIQUID_MISC_OTHER = false
    df.global.world.raws.mat_table.builtin.LYE.flags.WOOD = false
    df.global.world.raws.mat_table.builtin.LYE.flags.THREAD_PLANT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.TOOTH = false
    df.global.world.raws.mat_table.builtin.LYE.flags.HORN = false
    df.global.world.raws.mat_table.builtin.LYE.flags.PEARL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SHELL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.LEATHER = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SILK = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SOAP = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ROTS = false
    df.global.world.raws.mat_table.builtin.LYE.flags.IS_DYE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.POWDER_MISC = false
    df.global.world.raws.mat_table.builtin.LYE.flags.LIQUID_MISC = false
    df.global.world.raws.mat_table.builtin.LYE.flags.STRUCTURAL_PLANT_MAT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SEED_MAT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.STOCKPILE_PLANT_GROWTH = false
    df.global.world.raws.mat_table.builtin.LYE.flags.CHEESE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ENTERS_BLOOD = false
    df.global.world.raws.mat_table.builtin.LYE.flags.BLOOD_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ICHOR_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.GOO_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SLIME_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.PUS_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.GENERATES_MIASMA = false
    df.global.world.raws.mat_table.builtin.LYE.flags.IS_METAL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.IS_GEM = false
    df.global.world.raws.mat_table.builtin.LYE.flags.IS_GLASS = false
    df.global.world.raws.mat_table.builtin.LYE.flags.CRYSTAL_GLASSABLE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_WEAPON = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_WEAPON_RANGED = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_ANVIL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_AMMO = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_DIGGER = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_ARMOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_DELICATE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_SIEGE_ENGINE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ITEMS_QUERN = false
    df.global.world.raws.mat_table.builtin.LYE.flags.IS_STONE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.UNDIGGABLE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.YARN = false
    df.global.world.raws.mat_table.builtin.LYE.flags.STOCKPILE_GLOB_PASTE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.STOCKPILE_GLOB_PRESSED = false
    df.global.world.raws.mat_table.builtin.LYE.flags.DISPLAY_UNGLAZED = false
    df.global.world.raws.mat_table.builtin.LYE.flags.DO_NOT_CLEAN_GLOB = false
    df.global.world.raws.mat_table.builtin.LYE.flags.NO_STONE_STOCKPILE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.STOCKPILE_THREAD_METAL = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SWEAT_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.TEARS_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SPIT_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.EVAPORATES = false
    df.global.world.raws.mat_table.builtin.LYE.flags.STOCKPILE_PLANT = false
    df.global.world.raws.mat_table.builtin.LYE.flags.IS_CERAMIC = false
    df.global.world.raws.mat_table.builtin.LYE.flags.CARTILAGE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.FEATHER = false
    df.global.world.raws.mat_table.builtin.LYE.flags.SCALE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.HAIR = false
    df.global.world.raws.mat_table.builtin.LYE.flags.NERVOUS_TISSUE = false
    df.global.world.raws.mat_table.builtin.LYE.flags.HOOF = false
    df.global.world.raws.mat_table.builtin.LYE.flags.CHITIN = false
    df.global.world.raws.mat_table.builtin.LYE.flags.ANTLER = false
    df.global.world.raws.mat_table.builtin.LYE.flags[83] = false
    df.global.world.raws.mat_table.builtin.LYE.flags[84] = false
    df.global.world.raws.mat_table.builtin.LYE.flags[85] = false
    df.global.world.raws.mat_table.builtin.LYE.flags[86] = false
    df.global.world.raws.mat_table.builtin.LYE.flags[87] = false
df.global.world.raws.mat_table.builtin.LYE.extract_storage = 17
df.global.world.raws.mat_table.builtin.LYE.butcher_special_type = -1
df.global.world.raws.mat_table.builtin.LYE.butcher_special_subtype = -1
df.global.world.raws.mat_table.builtin.LYE.meat_name = [<string[]: 0x2266198b218>]
    df.global.world.raws.mat_table.builtin.LYE.meat_name[0] = ""
    df.global.world.raws.mat_table.builtin.LYE.meat_name[1] = ""
    df.global.world.raws.mat_table.builtin.LYE.meat_name[2] = ""
df.global.world.raws.mat_table.builtin.LYE.meat_organ = 0
df.global.world.raws.mat_table.builtin.LYE.block_name = [<string[]: 0x2266198b280>]
    df.global.world.raws.mat_table.builtin.LYE.block_name[0] = ""
    df.global.world.raws.mat_table.builtin.LYE.block_name[1] = ""
df.global.world.raws.mat_table.builtin.LYE.reaction_product = [<material.T_reaction_product: 0x2266198b2c0>]
    df.global.world.raws.mat_table.builtin.LYE.reaction_product.id = [<vector<string*>[0]: 0x2266198b2c0>]
    df.global.world.raws.mat_table.builtin.LYE.reaction_product.item_type = [<vector<item_type>[0]: 0x2266198b2d8>]
    df.global.world.raws.mat_table.builtin.LYE.reaction_product.item_subtype = [<vector<int16_t>[0]: 0x2266198b2f0>]
    df.global.world.raws.mat_table.builtin.LYE.reaction_product.material = [<material_vec_ref: 0x2266198b308>]
        df.global.world.raws.mat_table.builtin.LYE.reaction_product.material.mat_type = [<vector<int16_t>[0]: 0x2266198b308>]
        df.global.world.raws.mat_table.builtin.LYE.reaction_product.material.mat_index = [<vector<int32_t>[0]: 0x2266198b320>]
    df.global.world.raws.mat_table.builtin.LYE.reaction_product.str = [<vector<string*>[]: 0x2266198b338>]
        df.global.world.raws.mat_table.builtin.LYE.reaction_product.str[0] = [<vector<string*>[0]: 0x2266198b338>]
        df.global.world.raws.mat_table.builtin.LYE.reaction_product.str[1] = [<vector<string*>[0]: 0x2266198b350>]
        df.global.world.raws.mat_table.builtin.LYE.reaction_product.str[2] = [<vector<string*>[0]: 0x2266198b368>]
        df.global.world.raws.mat_table.builtin.LYE.reaction_product.str[3] = [<vector<string*>[0]: 0x2266198b380>]
        df.global.world.raws.mat_table.builtin.LYE.reaction_product.str[4] = [<vector<string*>[0]: 0x2266198b398>]
df.global.world.raws.mat_table.builtin.LYE.hardens_with_water = [<material.T_hardens_with_water: 0x2266198b3b0>]
    df.global.world.raws.mat_table.builtin.LYE.hardens_with_water.mat_type = -1
    df.global.world.raws.mat_table.builtin.LYE.hardens_with_water.mat_index = -1
    df.global.world.raws.mat_table.builtin.LYE.hardens_with_water.str = [<string[]: 0x2266198b3b8>]
        df.global.world.raws.mat_table.builtin.LYE.hardens_with_water.str[0] = ""
        df.global.world.raws.mat_table.builtin.LYE.hardens_with_water.str[1] = ""
        df.global.world.raws.mat_table.builtin.LYE.hardens_with_water.str[2] = ""
df.global.world.raws.mat_table.builtin.LYE.reaction_class = [<vector<string*>[0]: 0x2266198b418>]
df.global.world.raws.mat_table.builtin.LYE.tile = 219
df.global.world.raws.mat_table.builtin.LYE.basic_color = [<int16_t[]: 0x2266198b432>]
    df.global.world.raws.mat_table.builtin.LYE.basic_color[0] = 7
    df.global.world.raws.mat_table.builtin.LYE.basic_color[1] = 0
df.global.world.raws.mat_table.builtin.LYE.build_color = [<int16_t[]: 0x2266198b436>]
    df.global.world.raws.mat_table.builtin.LYE.build_color[0] = 7
    df.global.world.raws.mat_table.builtin.LYE.build_color[1] = 0
    df.global.world.raws.mat_table.builtin.LYE.build_color[2] = 0
df.global.world.raws.mat_table.builtin.LYE.tile_color = [<int16_t[]: 0x2266198b43c>]
    df.global.world.raws.mat_table.builtin.LYE.tile_color[0] = 7
    df.global.world.raws.mat_table.builtin.LYE.tile_color[1] = 7
    df.global.world.raws.mat_table.builtin.LYE.tile_color[2] = 1
df.global.world.raws.mat_table.builtin.LYE.item_symbol = 7
df.global.world.raws.mat_table.builtin.LYE.mat_rgb = [<float[]: 0x2266198b444>]
    df.global.world.raws.mat_table.builtin.LYE.mat_rgb[0] = 1.0
    df.global.world.raws.mat_table.builtin.LYE.mat_rgb[1] = 1.0
    df.global.world.raws.mat_table.builtin.LYE.mat_rgb[2] = 1.0
df.global.world.raws.mat_table.builtin.LYE.powder_dye = -1
df.global.world.raws.mat_table.builtin.LYE.temp_diet_info = -1
df.global.world.raws.mat_table.builtin.LYE.syndrome = [<creature_interactionst: 0x2266198b458>]
    df.global.world.raws.mat_table.builtin.LYE.syndrome.syndrome = [<vector<syndrome*>[0]: 0x2266198b458>]
df.global.world.raws.mat_table.builtin.LYE.soap_level = 0
df.global.world.raws.mat_table.builtin.LYE.sphere = [<vector<sphere_type>[0]: 0x2266198b478>]
df.global.world.raws.mat_table.builtin.LYE.prefix = ""
df.global.world.raws.mat_table.builtin.LYE.food_mat_index = [<int32_t[]: 0x2266198b4b0>]
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Meat = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Fish = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.UnpreparedFish = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Eggs = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Plants = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.PlantDrink = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CreatureDrink = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.PlantCheese = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CreatureCheese = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Seed = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.PlantGrowth = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.PlantPowder = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CreaturePowder = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Glob = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.PlantLiquid = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CreatureLiquid = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.MiscLiquid = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Leather = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Silk = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.PlantFiber = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Bone = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Shell = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Wood = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Horn = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Pearl = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Tooth = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.EdibleCheese = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.AnyDrink = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.EdiblePlant = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CookableLiquid = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CookablePowder = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CookableSeed = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.CookablePlantGrowth = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Paste = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Pressed = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Yarn = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.MetalThread = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Paper = -1
    df.global.world.raws.mat_table.builtin.LYE.food_mat_index.Parchment = -1
df.global.world.raws.mat_table.builtin.LYE.powder_dye_str = ""
df.global.world.raws.mat_table.builtin.LYE.state_color_str = [<string[]: 0x2266198b570>]
    df.global.world.raws.mat_table.builtin.LYE.state_color_str.Solid = ""
    df.global.world.raws.mat_table.builtin.LYE.state_color_str.Liquid = ""
    df.global.world.raws.mat_table.builtin.LYE.state_color_str.Gas = ""
    df.global.world.raws.mat_table.builtin.LYE.state_color_str.Powder = ""
    df.global.world.raws.mat_table.builtin.LYE.state_color_str.Paste = ""
    df.global.world.raws.mat_table.builtin.LYE.state_color_str.Pressed = ""
df.global.world.raws.mat_table.builtin.LYE.wood_texpos = 0
df.global.world.raws.mat_table.builtin.LYE.boulder_texpos1 = 0
df.global.world.raws.mat_table.builtin.LYE.boulder_texpos2 = 0
df.global.world.raws.mat_table.builtin.LYE.rough_texpos1 = 0
df.global.world.raws.mat_table.builtin.LYE.rough_texpos2 = 0
df.global.world.raws.mat_table.builtin.LYE.bar_texpos = 0
df.global.world.raws.mat_table.builtin.LYE.cheese_texpos1 = 0
df.global.world.raws.mat_table.builtin.LYE.cheese_texpos2 = 0
df.global.world.raws.mat_table.builtin.LYE.texflag = 0
==================================================
