PATH MAP FOR: df.global.world.raws.mat_table.builtin.COAL
MAX DEPTH: 100
        df.global.world.raws.mat_table.builtin.COAL.strength.yield.BENDING = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.yield.SHEAR = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.yield.TORSION = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.yield.IMPACT = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.yield.TENSILE = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.yield.COMPRESSIVE = 10000
    df.global.world.raws.mat_table.builtin.COAL.strength.fracture = [<int32_t[]: 0x2266198a3a4>]
        df.global.world.raws.mat_table.builtin.COAL.strength.fracture.BENDING = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.fracture.SHEAR = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.fracture.TORSION = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.fracture.IMPACT = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.fracture.TENSILE = 10000
        df.global.world.raws.mat_table.builtin.COAL.strength.fracture.COMPRESSIVE = 10000
    df.global.world.raws.mat_table.builtin.COAL.strength.strain_at_yield = [<int32_t[]: 0x2266198a3bc>]
        df.global.world.raws.mat_table.builtin.COAL.strength.strain_at_yield.BENDING = 0
        df.global.world.raws.mat_table.builtin.COAL.strength.strain_at_yield.SHEAR = 0
        df.global.world.raws.mat_table.builtin.COAL.strength.strain_at_yield.TORSION = 0
        df.global.world.raws.mat_table.builtin.COAL.strength.strain_at_yield.IMPACT = 0
        df.global.world.raws.mat_table.builtin.COAL.strength.strain_at_yield.TENSILE = 0
        df.global.world.raws.mat_table.builtin.COAL.strength.strain_at_yield.COMPRESSIVE = 0
    df.global.world.raws.mat_table.builtin.COAL.strength.max_edge = 0
df.global.world.raws.mat_table.builtin.COAL.material_value = 2
df.global.world.raws.mat_table.builtin.COAL.flags = [<BitArray<>: 0x2266198a3e0>]
    df.global.world.raws.mat_table.builtin.COAL.flags.BONE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.MEAT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.EDIBLE_VERMIN = false
    df.global.world.raws.mat_table.builtin.COAL.flags.EDIBLE_RAW = false
    df.global.world.raws.mat_table.builtin.COAL.flags.EDIBLE_COOKED = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ALCOHOL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_METAL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_BARRED = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_SCALED = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_LEATHER = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_SOFT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_HARD = false
    df.global.world.raws.mat_table.builtin.COAL.flags.IMPLIES_ANIMAL_KILL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ALCOHOL_PLANT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ALCOHOL_CREATURE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.CHEESE_PLANT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.CHEESE_CREATURE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.POWDER_MISC_PLANT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.POWDER_MISC_CREATURE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.STOCKPILE_GLOB = false
    df.global.world.raws.mat_table.builtin.COAL.flags.LIQUID_MISC_PLANT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.LIQUID_MISC_CREATURE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.LIQUID_MISC_OTHER = false
    df.global.world.raws.mat_table.builtin.COAL.flags.WOOD = false
    df.global.world.raws.mat_table.builtin.COAL.flags.THREAD_PLANT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.TOOTH = false
    df.global.world.raws.mat_table.builtin.COAL.flags.HORN = false
    df.global.world.raws.mat_table.builtin.COAL.flags.PEARL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SHELL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.LEATHER = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SILK = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SOAP = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ROTS = false
    df.global.world.raws.mat_table.builtin.COAL.flags.IS_DYE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.POWDER_MISC = false
    df.global.world.raws.mat_table.builtin.COAL.flags.LIQUID_MISC = false
    df.global.world.raws.mat_table.builtin.COAL.flags.STRUCTURAL_PLANT_MAT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SEED_MAT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.STOCKPILE_PLANT_GROWTH = false
    df.global.world.raws.mat_table.builtin.COAL.flags.CHEESE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ENTERS_BLOOD = false
    df.global.world.raws.mat_table.builtin.COAL.flags.BLOOD_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ICHOR_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.GOO_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SLIME_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.PUS_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.GENERATES_MIASMA = false
    df.global.world.raws.mat_table.builtin.COAL.flags.IS_METAL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.IS_GEM = false
    df.global.world.raws.mat_table.builtin.COAL.flags.IS_GLASS = false
    df.global.world.raws.mat_table.builtin.COAL.flags.CRYSTAL_GLASSABLE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_WEAPON = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_WEAPON_RANGED = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_ANVIL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_AMMO = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_DIGGER = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_ARMOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_DELICATE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_SIEGE_ENGINE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ITEMS_QUERN = false
    df.global.world.raws.mat_table.builtin.COAL.flags.IS_STONE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.UNDIGGABLE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.YARN = false
    df.global.world.raws.mat_table.builtin.COAL.flags.STOCKPILE_GLOB_PASTE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.STOCKPILE_GLOB_PRESSED = false
    df.global.world.raws.mat_table.builtin.COAL.flags.DISPLAY_UNGLAZED = false
    df.global.world.raws.mat_table.builtin.COAL.flags.DO_NOT_CLEAN_GLOB = false
    df.global.world.raws.mat_table.builtin.COAL.flags.NO_STONE_STOCKPILE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.STOCKPILE_THREAD_METAL = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SWEAT_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.TEARS_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SPIT_MAP_DESCRIPTOR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.EVAPORATES = false
    df.global.world.raws.mat_table.builtin.COAL.flags.STOCKPILE_PLANT = false
    df.global.world.raws.mat_table.builtin.COAL.flags.IS_CERAMIC = false
    df.global.world.raws.mat_table.builtin.COAL.flags.CARTILAGE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.FEATHER = false
    df.global.world.raws.mat_table.builtin.COAL.flags.SCALE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.HAIR = false
    df.global.world.raws.mat_table.builtin.COAL.flags.NERVOUS_TISSUE = false
    df.global.world.raws.mat_table.builtin.COAL.flags.HOOF = false
    df.global.world.raws.mat_table.builtin.COAL.flags.CHITIN = false
    df.global.world.raws.mat_table.builtin.COAL.flags.ANTLER = false
    df.global.world.raws.mat_table.builtin.COAL.flags[83] = false
    df.global.world.raws.mat_table.builtin.COAL.flags[84] = false
    df.global.world.raws.mat_table.builtin.COAL.flags[85] = false
    df.global.world.raws.mat_table.builtin.COAL.flags[86] = false
    df.global.world.raws.mat_table.builtin.COAL.flags[87] = false
df.global.world.raws.mat_table.builtin.COAL.extract_storage = 17
df.global.world.raws.mat_table.builtin.COAL.butcher_special_type = -1
df.global.world.raws.mat_table.builtin.COAL.butcher_special_subtype = -1
df.global.world.raws.mat_table.builtin.COAL.meat_name = [<string[]: 0x2266198a3f8>]
    df.global.world.raws.mat_table.builtin.COAL.meat_name[0] = ""
    df.global.world.raws.mat_table.builtin.COAL.meat_name[1] = ""
    df.global.world.raws.mat_table.builtin.COAL.meat_name[2] = ""
df.global.world.raws.mat_table.builtin.COAL.meat_organ = 0
df.global.world.raws.mat_table.builtin.COAL.block_name = [<string[]: 0x2266198a460>]
    df.global.world.raws.mat_table.builtin.COAL.block_name[0] = ""
    df.global.world.raws.mat_table.builtin.COAL.block_name[1] = ""
df.global.world.raws.mat_table.builtin.COAL.reaction_product = [<material.T_reaction_product: 0x2266198a4a0>]
    df.global.world.raws.mat_table.builtin.COAL.reaction_product.id = [<vector<string*>[0]: 0x2266198a4a0>]
    df.global.world.raws.mat_table.builtin.COAL.reaction_product.item_type = [<vector<item_type>[0]: 0x2266198a4b8>]
    df.global.world.raws.mat_table.builtin.COAL.reaction_product.item_subtype = [<vector<int16_t>[0]: 0x2266198a4d0>]
    df.global.world.raws.mat_table.builtin.COAL.reaction_product.material = [<material_vec_ref: 0x2266198a4e8>]
        df.global.world.raws.mat_table.builtin.COAL.reaction_product.material.mat_type = [<vector<int16_t>[0]: 0x2266198a4e8>]
        df.global.world.raws.mat_table.builtin.COAL.reaction_product.material.mat_index = [<vector<int32_t>[0]: 0x2266198a500>]
    df.global.world.raws.mat_table.builtin.COAL.reaction_product.str = [<vector<string*>[]: 0x2266198a518>]
        df.global.world.raws.mat_table.builtin.COAL.reaction_product.str[0] = [<vector<string*>[0]: 0x2266198a518>]
        df.global.world.raws.mat_table.builtin.COAL.reaction_product.str[1] = [<vector<string*>[0]: 0x2266198a530>]
        df.global.world.raws.mat_table.builtin.COAL.reaction_product.str[2] = [<vector<string*>[0]: 0x2266198a548>]
        df.global.world.raws.mat_table.builtin.COAL.reaction_product.str[3] = [<vector<string*>[0]: 0x2266198a560>]
        df.global.world.raws.mat_table.builtin.COAL.reaction_product.str[4] = [<vector<string*>[0]: 0x2266198a578>]
df.global.world.raws.mat_table.builtin.COAL.hardens_with_water = [<material.T_hardens_with_water: 0x2266198a590>]
    df.global.world.raws.mat_table.builtin.COAL.hardens_with_water.mat_type = -1
    df.global.world.raws.mat_table.builtin.COAL.hardens_with_water.mat_index = -1
    df.global.world.raws.mat_table.builtin.COAL.hardens_with_water.str = [<string[]: 0x2266198a598>]
        df.global.world.raws.mat_table.builtin.COAL.hardens_with_water.str[0] = ""
        df.global.world.raws.mat_table.builtin.COAL.hardens_with_water.str[1] = ""
        df.global.world.raws.mat_table.builtin.COAL.hardens_with_water.str[2] = ""
df.global.world.raws.mat_table.builtin.COAL.reaction_class = [<vector<string*>[0]: 0x2266198a5f8>]
df.global.world.raws.mat_table.builtin.COAL.tile = 219
df.global.world.raws.mat_table.builtin.COAL.basic_color = [<int16_t[]: 0x2266198a612>]
    df.global.world.raws.mat_table.builtin.COAL.basic_color[0] = 0
    df.global.world.raws.mat_table.builtin.COAL.basic_color[1] = 1
df.global.world.raws.mat_table.builtin.COAL.build_color = [<int16_t[]: 0x2266198a616>]
    df.global.world.raws.mat_table.builtin.COAL.build_color[0] = 0
    df.global.world.raws.mat_table.builtin.COAL.build_color[1] = 0
    df.global.world.raws.mat_table.builtin.COAL.build_color[2] = 1
df.global.world.raws.mat_table.builtin.COAL.tile_color = [<int16_t[]: 0x2266198a61c>]
    df.global.world.raws.mat_table.builtin.COAL.tile_color[0] = 7
    df.global.world.raws.mat_table.builtin.COAL.tile_color[1] = 7
    df.global.world.raws.mat_table.builtin.COAL.tile_color[2] = 1
df.global.world.raws.mat_table.builtin.COAL.item_symbol = 7
df.global.world.raws.mat_table.builtin.COAL.mat_rgb = [<float[]: 0x2266198a624>]
    df.global.world.raws.mat_table.builtin.COAL.mat_rgb[0] = 1.0
    df.global.world.raws.mat_table.builtin.COAL.mat_rgb[1] = 1.0
    df.global.world.raws.mat_table.builtin.COAL.mat_rgb[2] = 1.0
df.global.world.raws.mat_table.builtin.COAL.powder_dye = -1
df.global.world.raws.mat_table.builtin.COAL.temp_diet_info = -1
df.global.world.raws.mat_table.builtin.COAL.syndrome = [<creature_interactionst: 0x2266198a638>]
    df.global.world.raws.mat_table.builtin.COAL.syndrome.syndrome = [<vector<syndrome*>[0]: 0x2266198a638>]
df.global.world.raws.mat_table.builtin.COAL.soap_level = 0
df.global.world.raws.mat_table.builtin.COAL.sphere = [<vector<sphere_type>[0]: 0x2266198a658>]
df.global.world.raws.mat_table.builtin.COAL.prefix = ""
df.global.world.raws.mat_table.builtin.COAL.food_mat_index = [<int32_t[]: 0x2266198a690>]
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Meat = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Fish = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.UnpreparedFish = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Eggs = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Plants = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.PlantDrink = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CreatureDrink = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.PlantCheese = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CreatureCheese = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Seed = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.PlantGrowth = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.PlantPowder = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CreaturePowder = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Glob = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.PlantLiquid = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CreatureLiquid = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.MiscLiquid = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Leather = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Silk = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.PlantFiber = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Bone = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Shell = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Wood = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Horn = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Pearl = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Tooth = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.EdibleCheese = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.AnyDrink = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.EdiblePlant = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CookableLiquid = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CookablePowder = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CookableSeed = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.CookablePlantGrowth = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Paste = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Pressed = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Yarn = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.MetalThread = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Paper = -1
    df.global.world.raws.mat_table.builtin.COAL.food_mat_index.Parchment = -1
df.global.world.raws.mat_table.builtin.COAL.powder_dye_str = ""
df.global.world.raws.mat_table.builtin.COAL.state_color_str = [<string[]: 0x2266198a750>]
    df.global.world.raws.mat_table.builtin.COAL.state_color_str.Solid = ""
    df.global.world.raws.mat_table.builtin.COAL.state_color_str.Liquid = ""
    df.global.world.raws.mat_table.builtin.COAL.state_color_str.Gas = ""
    df.global.world.raws.mat_table.builtin.COAL.state_color_str.Powder = ""
    df.global.world.raws.mat_table.builtin.COAL.state_color_str.Paste = ""
    df.global.world.raws.mat_table.builtin.COAL.state_color_str.Pressed = ""
df.global.world.raws.mat_table.builtin.COAL.wood_texpos = 0
df.global.world.raws.mat_table.builtin.COAL.boulder_texpos1 = 0
df.global.world.raws.mat_table.builtin.COAL.boulder_texpos2 = 0
df.global.world.raws.mat_table.builtin.COAL.rough_texpos1 = 0
df.global.world.raws.mat_table.builtin.COAL.rough_texpos2 = 0
df.global.world.raws.mat_table.builtin.COAL.bar_texpos = 42294
df.global.world.raws.mat_table.builtin.COAL.cheese_texpos1 = 0
df.global.world.raws.mat_table.builtin.COAL.cheese_texpos2 = 0
df.global.world.raws.mat_table.builtin.COAL.texflag = 0
==================================================
